drugbank_id	iuphar_id
DB08848	4691
DB08860	3035
DB08865	4903
DB08865	7581
DB08866	7654
DB08866	7655
DB08868	2407
DB08871	6813
DB08873	7876
DB08877	5688
DB08881	5893
DB08882	6318
DB08887	7441
DB08889	7420
DB08893	7445
DB08896	5891
DB08897	7449
DB08899	6812
DB08901	5890
DB08907	4582
DB08910	7348
DB08911	6495
DB08912	6494
DB08915	7405
DB08916	5667
DB08918	7435
DB08918	7436
DB08930	7365
DB08932	7352
DB08933	7366
DB08934	7368
DB08944	2478
DB08950	501
DB08954	5472
DB08959	2823
DB08960	3963
DB08986	5468
DB08987	2621
DB08997	354
DB08997	358
DB09000	84
DB09028	3979
DB09028	5347
